Textos_espanol;sdg
En los hogares con dos padres, las madres dedican aproximadamente el doble de tiempo al cuidado de los niños que los padres, ya sea que trabajen por un salario o no (Parker y Wang 2013). Aunque la mayoría de los niños viven con ambos padres, una proporción cada vez mayor vive con madres solas. En 2012, el 24,4 % de los niños menores de 18 años vivían en hogares de madres solas, frente al 11 % en 1970.;5
"Esta diferencia es mayor en los países de renta media-alta y alta. ( Es más probable que las mujeres estén empleadas en puestos que reflejan los roles de género tradicionales, en lo que se ha denominado los ""trabajos de las 5 C"": cuidado de personas, cajero, limpieza, restauración y trabajo administrativo. Como se refleja en la figura 4, en 2013, los países de ingresos bajos y medios tienen una concentración de trabajadores familiares auxiliares, siendo el porcentaje más alto entre las mujeres. Sin embargo, a diferencia de los trabajadores familiares auxiliares, la proporción de hombres empleados por cuenta propia es mayor que la de mujeres, excepto en los países de renta baja.";5
Obstáculos adicionales pueden impedir la participación de mujeres y niñas y su capacidad o disposición para reunirse y ser entrevistadas. Esto puede incluir la organización de entrevistas de acuerdo con horarios especiales que faciliten la participación de mujeres y niñas, la organización de cuidado infantil alternativo, la posibilidad de realizar entrevistas de forma remota a través de métodos de comunicación seguros o la recepción de testimonios por escrito, cuando corresponda. Las iniciativas de divulgación también deben ser sensibles al género para garantizar que las mujeres y las niñas sean conscientes de ellas, de manera oportuna, y de la posibilidad de que asistan y que se brinden las instalaciones para que puedan dar su testimonio. Como resultado, sus testimonios a menudo se enfocan principalmente en la experiencia de sus familiares varones y/o hijos.;5
En consecuencia, los cuatro pilares de la igualdad de género en el gobierno electrónico surgieron de la investigación, que incluyen: el acceso de las mujeres a las TIC, el desarrollo de capacidades para las mujeres, la extensión de los servicios públicos en línea para las mujeres y la participación de las mujeres en los procesos públicos en línea. . Debe ser la situaciÃ³n especÃfica de avance y capacidad de un paÃs en esos cuatro pilares los que influyan en conjunto en el alcance y prioridad de los objetivos de igualdad de gÃ©nero en el Gobierno electrÃ³nico. Cabe señalar que los dos conceptos, igualdad de género y empoderamiento de la mujer, son diferentes en sus significados: la igualdad de género hace hincapié en remediar la desigualdad existente entre hombres y mujeres que reproduce nuevas desigualdades con consecuencias negativas para el bienestar de las mujeres, mientras que el empoderamiento de las mujeres no tiene una connotación de disparidades de género y se enfoca en los cambios necesarios para que las mujeres puedan ejercer plenamente sus derechos humanos (UNFPA, 2012).;5
Debido a los esfuerzos incansables de los defensores de los derechos de las mujeres de todo el mundo, el compromiso de la Agenda 2030 con la igualdad de género es prominente, integral y transversal, y se basa en los compromisos y normas contenidos en la Declaración y Plataforma de Acción de Beijing y la Convención sobre la Eliminación de Todas las Formas de Discriminación contra la Mujer (CEDAW). La Agenda 2030 deja en claro que el desarrollo solo será sostenible si sus beneficios se acumulan por igual para mujeres y hombres, y los derechos de las mujeres solo se harán realidad si forman parte de esfuerzos más amplios para proteger el planeta y garantizar que todas las personas puedan vivir con respeto. y dignidad ¿Qué se necesita para cerrar las brechas entre la retórica y la realidad?;5
Kazajstán ha logrado avances importantes en la institucionalización de su maquinaria de género, que está dirigida por la Comisión Nacional de Asuntos de la Mujer, Familia y Política Demográfica. Ya se han establecido muchos mecanismos tanto a nivel central como local y Kazajstán debe ser aplaudido por estos logros. Sin embargo, se necesitan más pasos para aclarar las funciones y responsabilidades de los diferentes actores gubernamentales y fortalecer las capacidades y los recursos de todas las agencias y actores gubernamentales, a saber, la Secretaría de la Comisión Nacional de Asuntos de la Mujer, Familia y Política Demográfica, en género. -elaboración, implementación y seguimiento de políticas sensibles. Este capítulo evalúa el marco institucional general (mandatos de las instituciones, asignación de recursos, capacidad institucional y mecanismos de rendición de cuentas) para promover la igualdad de género en Kazajstán.;5
En estados como Puebla, Morales y Veracruz, donde las mujeres ocupan menos del 30% de los escaños en el congreso local, aún no existe ninguna disposición sobre sanciones por incumplimiento.6 Aunque las cuotas han demostrado ser efectivas a nivel estatal para impulsar representación de las mujeres en los órganos electivos, los partidos en algunos estados continúan en desacuerdo y argumentan que una mayor participación femenina en los cargos electos viola los derechos de los partidos. En tales casos, un partido suele nominar candidatas en distritos donde tiene pocas posibilidades de ganar. De esa manera, en realidad está cumpliendo con la cuota de género. Las principales son las actitudes negativas hacia las mujeres políticas, el acoso y la violencia políticos, y las normas y valores que consideran que el trabajo doméstico y de cuidados no remunerado es trabajo de mujeres. Una encuesta realizada en 2008 encontró que el 64% de las mujeres creía que efectivamente se había producido acoso sexual contra las mujeres que ocupaban cargos políticos, mientras que el 23% afirmaba haber sido acosada sexualmente en su trabajo como legisladoras (Cerva Cema, 2014).;5
Los nombres de las mujeres no figuran en las luchas por el poder en curso por la máxima dirección del Congreso Nacional Africano (ANC), aunque la opositora Alianza Democrática (DA) tiene tres mujeres al mando. En la cuenta regresiva hasta 2015, fecha límite para las 28 metas del Protocolo sobre Género y Desarrollo de la Comunidad de África Meridional para el Desarrollo (SADC) y del Objetivo de Desarrollo del Milenio (ODM) 3: promover la igualdad de género y empoderar a las mujeres, Sudáfrica necesita redoblar sus esfuerzos para asegurar el logro de la paridad de género en todas las áreas de toma de decisiones. Sudáfrica también necesita asegurarse de que esto se traduzca en cambios reales en la vida de la mayoría de las mujeres.;5
Dado el desempeño desigual en las cuatro áreas prioritarias del Plan Estratégico 2008-2013 en la promoción de resultados de desarrollo de género, el PNUD debe asegurarse de que las evaluaciones futuras presten atención específica al progreso, la eficacia y la calidad de los resultados de desarrollo de género en las siete áreas de resultados del actual Plan estratégico. La evaluación puede basarse en los datos limitados de los informes del Marco integrado de resultados y recursos, que resumen el progreso y el desempeño del PNUD en 2014 e incluyen un análisis cualitativo más profundo de la contribución del PNUD a los resultados de género sobre el terreno. Las lecciones preliminares del proceso de certificación del Sello de Igualdad de Género, que se completó en 28 oficinas de país (y se implementó sin certificación en otros), también podría ser una rica fuente de información.;5
También se necesitan métodos rigurosos y continuos para evaluar y anticipar las necesidades de habilidades, junto con métodos para garantizar la calidad y monitorear a los proveedores de capacitación. La proporción de mujeres en los directorios de empresas que cotizan en bolsa en Chile se encuentra entre las más bajas de la OCDE (Gráfico 12, Panel B). El principal obstáculo que enfrentan las mujeres chilenas para participar más plenamente son los roles tradicionales de género hacia el trabajo y el cuidado.;5
Antes del inicio del proyecto, había una clara expectativa de que habría una mayoría de participantes masculinos. Esta suposición se basó en la observación de que al inicio del proyecto en 2011/2012 había una situación en la que muchos hombres no calificados tenían que encontrar nuevos (tipos de) trabajos debido a la crisis financiera. Sin embargo, en el proceso ha resultado que el desempleo de las mujeres aumentó, lo que ha llevado a un aumento gradual en el número de mujeres en los equipos. Esto significa que la expectativa inicial de que la mayoría de los hombres aceptaría la oferta ha sido reemplazada por una distribución uniforme de género, de modo que según las autoevaluaciones del proyecto hay una distribución del 50% entre los sexos.;5
